"orderid","ordercode","dateid","shipmodeid","customerid","productid","cityid","sales"
7072,CA-2017-150350,331,1,378,800,382,34.68
7073,CA-2017-150350,331,1,378,58,382,532.704
7074,CA-2017-150350,331,1,378,830,382,43.1
7075,CA-2017-150350,331,1,378,956,382,15.88
7076,CA-2018-149895,276,1,233,514,412,258.528
7077,CA-2018-147564,146,1,133,949,28,49.12
7078,CA-2018-164168,323,1,682,621,191,30.56
7079,CA-2018-164168,323,1,682,1544,191,77.952
7080,CA-2018-164168,323,1,682,1571,191,67.992
7081,CA-2018-164168,323,1,682,1574,191,44.784
7082,CA-2018-164168,323,1,682,1482,191,22.848
7083,US-2017-148110,268,1,203,1702,102,347.802
7084,US-2015-109036,152,1,405,687,414,31.05
7085,CA-2018-150497,76,1,199,1278,187,735.98
7086,CA-2016-139584,196,1,493,553,126,284.364
7087,CA-2016-139584,196,1,493,547,126,26
7088,CA-2015-153969,156,1,162,1534,607,15.56
7089,CA-2015-153969,156,1,162,878,607,78.35
7090,CA-2015-153969,156,1,162,1272,607,59.52
7091,CA-2015-153969,156,1,162,757,607,38.52
7092,CA-2015-153969,156,1,162,130,607,239.984
7093,CA-2015-153969,156,1,162,944,607,19.35
7094,CA-2017-138695,649,1,337,1759,221,390.272
7095,CA-2017-138695,649,1,337,590,221,62.192
7096,US-2017-133879,12,1,471,688,466,3.168
7097,US-2017-133879,12,1,471,1777,466,528.43
7098,US-2017-133879,12,1,471,1187,466,13.392
7099,CA-2018-157483,64,1,464,1392,511,181.86
7100,US-2018-132059,60,1,221,1434,121,180.588
7101,US-2018-132059,60,1,221,1289,121,47.984
7102,CA-2018-105235,59,1,199,284,28,20.94
7103,CA-2018-105235,59,1,199,472,28,254.9
7104,CA-2018-159352,528,1,352,497,586,69.93
7105,US-2016-163783,129,1,367,820,329,12.672
7106,CA-2018-123981,146,1,770,464,508,65.99
7107,CA-2018-158953,538,1,432,1491,454,6.37
7108,CA-2017-169026,503,1,340,1681,104,23.34
7109,CA-2015-131527,638,1,772,66,225,95.968
7110,CA-2018-164000,214,1,230,64,412,18.704
7111,CA-2015-158372,44,1,443,1644,78,601.536
7112,CA-2015-158372,44,1,443,1813,78,10.99
7113,CA-2015-158372,44,1,443,639,78,39.88
7114,CA-2015-158372,44,1,443,483,78,62.24
7115,CA-2015-158372,44,1,443,935,78,53.2
7116,CA-2015-158372,44,1,443,434,78,39.84
7117,CA-2017-108882,544,1,139,1621,94,349.95
7118,CA-2017-108882,544,1,139,810,94,377.928
7119,US-2018-108245,208,1,712,1534,142,13.392
7120,US-2018-108245,208,1,712,1056,142,11.228
7121,CA-2015-142314,677,1,543,493,561,207.24
7122,CA-2017-132409,124,1,332,1556,412,1.504
7123,CA-2017-132409,124,1,332,322,412,34.848
7124,CA-2015-114433,474,1,16,914,205,149.97
7125,CA-2018-104640,439,1,281,156,543,931.176
7126,CA-2018-104640,439,1,281,514,543,430.88
7127,US-2016-137008,428,1,205,252,487,94.85
7128,US-2016-137008,428,1,205,1328,487,51.12
7129,US-2016-137008,428,1,205,790,487,90
7130,CA-2015-154641,578,1,10,1359,508,375.34
7131,US-2018-156356,171,1,567,961,378,26.046
7132,US-2018-156356,171,1,567,1697,378,2.896
7133,US-2018-156356,171,1,567,1072,378,32.544
7134,US-2017-127971,296,1,398,977,378,318.43
7135,US-2017-127971,296,1,398,1270,378,122.92
7136,US-2017-127971,296,1,398,1259,378,7.068
7137,CA-2018-113355,497,1,520,25,345,219.8
7138,CA-2018-113355,497,1,520,1130,345,317.058
7139,CA-2017-159730,191,1,112,263,414,113.888
7140,CA-2017-159730,191,1,112,80,414,105.584
7141,CA-2017-157868,138,1,488,1198,131,24.85
7142,CA-2017-155474,640,1,91,1563,382,107.984
7143,CA-2017-155474,640,1,91,1600,382,19.296
7144,CA-2016-155453,299,1,242,1239,523,4.608
7145,US-2017-162103,542,1,447,957,240,3.136
7146,US-2015-126571,588,1,252,1185,443,281.904
7147,US-2015-126571,588,1,252,292,443,201.432
7148,CA-2015-143840,316,1,217,1704,481,135.98
7149,CA-2015-143840,316,1,217,612,481,44.95
7150,CA-2015-115980,74,1,118,1042,474,2.97
7151,CA-2015-115980,74,1,118,1778,474,6.54
7152,CA-2016-146038,475,1,520,1089,285,203.92
7153,CA-2018-133865,674,1,687,641,496,3359.952
7154,CA-2018-116358,226,1,137,230,35,18.24
7155,CA-2018-116358,226,1,137,818,35,27.78
7156,US-2015-117170,472,1,471,1788,343,47.984
7157,US-2015-117170,472,1,471,1510,343,4.624
7158,CA-2015-159478,1,1,97,1835,508,15.24
7159,CA-2015-103702,107,1,716,749,262,63.924
7160,CA-2018-150525,654,1,92,802,546,6.56
7161,CA-2018-150525,654,1,92,773,546,13.11
7162,CA-2017-167290,95,1,760,28,480,11.68
7163,CA-2015-106264,697,1,449,956,355,11.91
7164,CA-2015-106264,697,1,449,1119,355,3.48
7165,US-2016-110569,34,1,417,494,361,19.194
7166,US-2016-110569,34,1,417,1125,361,121.792
7167,US-2015-159926,298,1,164,984,617,50.997
7168,US-2015-159926,298,1,164,337,617,76.792
7169,US-2015-159926,298,1,164,394,617,539.964
7170,US-2015-159926,298,1,164,171,617,60.312
7171,US-2015-159926,298,1,164,1053,617,1.944
7172,CA-2017-111416,191,1,210,458,508,232.4
7173,US-2015-133130,48,1,83,1130,78,603.92
7174,US-2015-133130,48,1,83,512,78,81.98
7175,CA-2018-169978,390,1,109,1130,581,271.764
7176,CA-2018-169978,390,1,109,1437,581,14.376
7177,CA-2016-165057,725,1,582,345,186,181.35
7178,CA-2016-165057,725,1,582,317,186,8.64
7179,CA-2015-134551,152,1,404,409,12,43.512
7180,CA-2015-134551,152,1,404,1624,12,662.88
7181,CA-2015-134551,152,1,404,1358,12,25.92
7182,CA-2016-120810,170,1,450,1189,126,68.94
7183,CA-2015-165309,530,1,353,94,378,896.99
7184,CA-2015-165309,530,1,353,359,378,1.234
7185,CA-2015-165309,530,1,353,347,378,67.56
7186,CA-2015-165309,530,1,353,429,378,21.72
7187,CA-2015-165309,530,1,353,1842,378,262.336
7188,CA-2015-165309,530,1,353,380,378,148.48
7189,CA-2015-165309,530,1,353,91,378,241.176
7190,CA-2018-122595,479,1,17,1266,271,227.976
7191,CA-2018-122595,479,1,17,1270,271,52.68
7192,CA-2018-122595,479,1,17,880,271,2.032
7193,CA-2016-112014,181,1,494,241,298,50.8
7194,CA-2017-147536,479,1,225,1289,543,89.97
7195,US-2015-134733,725,1,664,810,78,83.984
7196,US-2015-150434,40,1,285,1260,576,359.98
7197,US-2015-150434,40,1,285,597,576,3.81
7198,CA-2018-100335,608,1,295,1398,329,73.008
7199,CA-2017-139234,381,1,96,1056,329,3.208
7200,CA-2017-139234,381,1,96,219,329,26.176
7201,CA-2016-139962,297,1,545,1100,7,19.44
7202,CA-2016-139962,297,1,545,524,7,37.88
7203,CA-2015-165379,342,1,664,1576,6,14.352
7204,CA-2016-115511,469,1,566,265,270,141.96
7205,CA-2018-123778,60,1,347,1126,16,160.96
7206,CA-2016-161718,605,1,552,467,413,28.44
7207,CA-2016-161718,605,1,552,737,413,364.41
7208,CA-2016-161718,605,1,552,1279,413,39.96
7209,CA-2016-161718,605,1,552,1781,413,361.764
7210,CA-2018-142867,115,1,250,1366,378,13.776
7211,CA-2018-142867,115,1,250,1552,378,10.272
7212,CA-2018-148404,377,1,545,1773,501,580.672
7213,CA-2018-148404,377,1,545,230,501,18.936
7214,CA-2018-148404,377,1,545,1799,501,222.384
7215,CA-2018-148404,377,1,545,1677,501,50.454
7216,CA-2018-148404,377,1,545,801,501,154.764
7217,CA-2015-166471,504,1,126,1137,414,1091.168
7218,CA-2015-166471,504,1,126,829,414,219.168
7219,US-2018-148362,741,1,575,932,377,443.92
7220,US-2018-148362,741,1,575,984,377,169.99
7221,US-2018-148362,741,1,575,941,377,25.92
7222,CA-2015-102274,407,1,640,563,490,36.99
7223,CA-2015-102274,407,1,640,1292,490,629.1
7224,CA-2015-102274,407,1,640,584,490,193.95
7225,CA-2015-102274,407,1,640,1816,490,5.46
7226,CA-2018-168739,33,1,479,1397,378,65.424
7227,US-2015-150119,685,1,447,1781,358,281.372
7228,US-2015-150119,685,1,447,1781,358,281.372
7229,US-2015-150119,685,1,447,41,358,7.488
7230,US-2015-150119,685,1,447,1139,358,22.336
7231,US-2018-150847,490,1,700,1100,358,10.368
7232,CA-2017-100244,276,1,35,444,16,65.79
7233,CA-2017-100244,276,1,35,984,16,271.984
7234,CA-2017-100244,276,1,35,1486,16,11.76
7235,CA-2017-100244,276,1,35,825,16,77.52
7236,CA-2017-100244,276,1,35,1615,16,48.64
7237,CA-2016-151841,102,1,732,249,597,43.56
7238,CA-2016-151841,102,1,732,469,597,5.84
7239,CA-2016-150791,678,1,444,1777,543,271.764
7240,CA-2017-134803,649,1,125,1745,19,262.24
7241,CA-2017-134803,649,1,125,368,19,182.72
7242,CA-2017-134803,649,1,125,32,19,131.6
7243,CA-2017-134803,649,1,125,1845,19,558.4
7244,CA-2016-153381,675,1,779,1094,173,1408.1
7245,CA-2018-131212,59,1,415,676,119,24.816
7246,CA-2018-131212,59,1,415,41,119,14.976
7247,CA-2018-168858,266,1,635,1534,28,16.74
7248,CA-2018-168858,266,1,635,1738,28,2504.74
7249,CA-2017-116344,69,1,591,1428,617,84.784
7250,CA-2018-102554,724,1,652,1556,224,3.76
7251,CA-2017-162614,570,1,695,1481,285,27.264
7252,CA-2015-168592,90,1,94,1593,246,56.65
7253,CA-2015-168592,90,1,94,1003,246,14.97
7254,CA-2015-168592,90,1,94,154,246,4.02
7255,CA-2016-153626,229,1,417,397,386,5.16
7256,US-2016-147242,695,1,663,1399,7,61.96
7257,US-2016-147242,695,1,663,299,7,361.96
7258,US-2016-147242,695,1,663,1388,7,278.82
7259,CA-2016-100888,356,1,715,630,225,47.952
7260,US-2017-150035,297,1,286,918,16,16.74
7261,CA-2018-122644,323,1,610,124,358,10.848
7262,CA-2018-122644,323,1,610,431,358,18.544
7263,CA-2018-111815,28,1,464,1252,282,180.98
7264,CA-2018-111815,28,1,464,1762,282,99.98
7265,CA-2015-143385,589,1,783,222,459,92.52
7266,CA-2017-131289,745,1,153,1234,246,8.56
7267,CA-2017-131289,745,1,153,1690,246,45.36
7268,CA-2017-131289,745,1,153,701,246,1421.664
7269,CA-2017-151169,221,1,166,1034,269,7.92
7270,CA-2018-120705,191,1,290,30,61,147.184
7271,CA-2016-157322,400,1,764,375,268,408.422
7272,CA-2016-157322,400,1,764,977,268,382.116
7273,CA-2016-157322,400,1,764,206,268,68.6
7274,CA-2016-157322,400,1,764,1773,268,435.504
7275,CA-2016-157322,400,1,764,1061,268,11.168
7276,CA-2018-142034,577,1,539,107,384,72
7277,CA-2018-142034,577,1,539,1313,384,655.9
7278,CA-2018-142034,577,1,539,1777,384,603.92
7279,CA-2017-107328,503,1,414,789,304,487.92
7280,CA-2017-107328,503,1,414,597,304,15.24
7281,CA-2017-108616,364,1,256,1621,357,209.97
7282,CA-2017-108616,364,1,256,382,357,62.94
7283,CA-2017-108616,364,1,256,844,357,25.92
7284,CA-2015-166863,523,1,228,525,245,201.584
7285,CA-2015-166863,523,1,228,168,245,3.392
7286,CA-2015-166863,523,1,228,791,245,193.0656
7287,CA-2015-166863,523,1,228,1200,245,15.552
7288,CA-2015-166863,523,1,228,1471,245,11.648
7289,CA-2015-166863,523,1,228,1845,245,418.8
7290,CA-2015-166863,523,1,228,1673,245,509.488
7291,CA-2017-168536,408,1,633,628,104,66.3
7292,CA-2016-168767,735,1,121,1056,566,12.832
7293,CA-2017-137673,268,1,580,1213,55,116
7294,CA-2017-132731,323,1,172,694,191,657.552
7295,CA-2017-130680,541,1,365,1324,355,38.24
7296,CA-2016-141145,268,1,473,1357,190,87.168
7297,US-2017-152835,388,1,247,1234,401,21.4
7298,CA-2015-110849,356,1,183,324,285,287.968
7299,CA-2015-110849,356,1,183,802,285,13.12
7300,CA-2015-110849,356,1,183,397,285,10.75
7301,CA-2015-110849,356,1,183,288,285,11.62
7302,CA-2018-118542,497,1,679,430,188,45.36
7303,CA-2018-118542,497,1,679,1035,188,10.128
7304,CA-2018-152737,617,1,404,855,16,21.792
7305,CA-2018-152737,617,1,404,1790,16,439.8
7306,CA-2018-103877,608,1,267,1741,256,1577.94
7307,US-2018-126081,142,1,380,1546,99,5.184
7308,CA-2018-117023,195,1,317,1186,81,11.68
7309,CA-2018-117023,195,1,317,45,81,104.8
7310,CA-2016-143532,545,1,232,1415,176,14.496
7311,CA-2017-103163,604,1,499,404,613,4.784
7312,CA-2017-103163,604,1,499,1483,613,4.73
7313,CA-2017-104157,418,1,277,170,104,7.89
7314,CA-2017-104157,418,1,277,1628,104,65.5
7315,CA-2018-117807,154,1,123,970,257,104.85
7316,CA-2016-121650,423,1,18,948,11,3.9
7317,CA-2016-121650,423,1,18,1327,11,801.96
7318,CA-2016-121650,423,1,18,179,11,191.96
7319,CA-2016-121650,423,1,18,1113,11,2.61
7320,CA-2018-161823,147,1,462,1819,16,5.96
7321,CA-2018-121839,577,1,553,1203,92,1169.694
7322,CA-2018-146535,703,1,499,666,490,2.88
7323,CA-2018-146535,703,1,499,1211,490,1443.96
7324,CA-2017-164154,430,1,41,1766,392,22.428
7325,CA-2017-164154,430,1,41,1102,392,37.52
7326,CA-2018-148012,113,1,137,342,248,2.624
7327,CA-2018-138310,112,1,738,1225,332,431.928
7328,CA-2015-159835,584,1,408,483,248,12.448
7329,CA-2015-159835,584,1,408,1107,248,657.93
7330,CA-2018-112956,86,1,450,812,591,277.4
7331,CA-2018-112956,86,1,450,401,591,25.16
7332,CA-2015-140228,642,1,257,1239,476,6.912
7333,CA-2015-140228,642,1,257,268,476,27.096
7334,CA-2015-140228,642,1,257,932,476,177.568
7335,CA-2016-110093,88,1,409,418,412,36.784
7336,CA-2017-154536,268,1,372,1110,443,9.555
7337,CA-2018-141929,551,1,459,763,19,487.984
7338,CA-2018-141929,551,1,459,611,19,5.56
7339,CA-2018-141929,551,1,459,966,19,217.85
7340,CA-2017-109743,401,1,712,775,44,40.776
7341,CA-2017-109743,401,1,712,491,44,63.936
7342,CA-2015-159184,573,1,1,837,192,7.16
7343,CA-2015-169726,504,1,637,1278,414,2060.744
7344,CA-2018-155957,395,1,442,322,358,52.272
7345,CA-2018-155957,395,1,442,1125,358,213.136
7346,CA-2017-145177,627,1,588,1239,450,9.216
7347,CA-2017-145177,627,1,588,1279,450,41.958
7348,CA-2017-145177,627,1,588,1494,450,89.568
7349,CA-2017-145177,627,1,588,6,450,334.88
7350,CA-2017-145177,627,1,588,964,450,148.288
7351,CA-2017-145177,627,1,588,1510,450,4.624
7352,CA-2017-145177,627,1,588,1450,450,178.92
7353,CA-2017-145177,627,1,588,59,450,69.888
7354,CA-2016-168459,627,1,193,1743,416,55.104
7355,CA-2018-133004,285,1,590,1785,32,638.73
7356,CA-2018-168102,45,1,709,369,523,113.568
7357,CA-2018-158036,276,1,260,726,106,9.096
7358,CA-2016-128083,733,1,280,655,479,8.688
7359,CA-2016-128083,733,1,280,1413,479,30.88
7360,CA-2016-128083,733,1,280,1043,479,6.408
7361,US-2018-129777,185,1,499,762,279,258.9
7362,US-2018-129777,185,1,499,536,279,24.56
7363,CA-2015-129364,332,1,695,1645,514,27.888
7364,CA-2015-129364,332,1,695,1270,514,52.68
7365,CA-2015-129364,332,1,695,1731,514,13.88
7366,CA-2015-129364,332,1,695,906,514,103.92
7367,CA-2015-129364,332,1,695,580,514,11.52
7368,CA-2015-129364,332,1,695,528,514,10.368
7369,CA-2015-129364,332,1,695,1261,514,39.072
7370,CA-2017-104969,457,1,89,617,505,8.872
7371,CA-2017-104969,457,1,89,875,505,121.104
7372,CA-2018-154109,553,1,568,977,248,127.372
7373,CA-2018-154109,553,1,568,753,248,47.952
7374,CA-2016-132626,229,1,661,965,339,15.8
7375,CA-2016-132626,229,1,661,953,339,464.97
7376,CA-2016-132626,229,1,661,386,339,181.96
7377,CA-2016-132626,229,1,661,1013,339,12.39
7378,CA-2016-132626,229,1,661,1677,339,84.09
7379,CA-2016-132626,229,1,661,1445,339,79.36
7380,CA-2016-132626,229,1,661,1481,339,153.36
7381,CA-2016-132626,229,1,661,185,339,43.68
7382,CA-2016-132626,229,1,661,159,339,98.21
7383,CA-2017-102792,497,1,372,342,359,9.84
7384,CA-2017-108567,674,1,454,1051,622,2.694
7385,CA-2017-142097,721,1,518,59,460,232.96
7386,CA-2017-142097,721,1,518,617,460,66.54
7387,CA-2017-142097,721,1,518,1040,460,43.26
7388,CA-2015-140039,579,1,494,1108,165,79.4
7389,CA-2016-104941,301,1,640,47,481,24.78
7390,CA-2016-104941,301,1,640,1346,481,19.14
7391,CA-2016-104941,301,1,640,898,481,899.97
7392,CA-2016-104941,301,1,640,1690,481,32.4
7393,CA-2018-160087,679,1,453,1469,544,23.832
7394,CA-2015-120544,387,1,400,1459,99,6.368
7395,CA-2015-120544,387,1,400,1293,99,34.176
7396,CA-2015-120544,387,1,400,1042,99,5.544
7397,CA-2018-144568,33,1,586,720,340,23.55
7398,CA-2017-142370,608,1,131,1622,127,5.04
7399,CA-2017-142370,608,1,131,1762,127,249.95
7400,CA-2017-105900,191,1,149,184,236,33.4
7401,CA-2017-151155,408,1,409,152,104,18.92
7402,CA-2017-151155,408,1,409,355,104,15.42
7403,CA-2018-144036,62,1,472,383,528,35.712
7404,US-2015-169789,49,1,215,1278,361,551.985
7405,CA-2017-151512,479,1,712,1751,332,18.72
7406,CA-2017-165169,318,1,75,1427,269,360.38
7407,CA-2017-165169,318,1,75,383,269,11.16
7408,CA-2017-165169,318,1,75,434,269,14.94
7409,CA-2016-109575,1,1,261,495,339,41.96
7410,CA-2016-109575,1,1,261,1673,339,636.86
7411,CA-2016-109575,1,1,261,1802,339,499.99
7412,CA-2016-109575,1,1,261,1260,339,1259.93
7413,CA-2017-163153,12,1,121,1783,5,1.344
7414,CA-2017-133340,614,1,147,767,11,10.9
7415,CA-2017-133340,614,1,147,1788,11,59.98
7416,CA-2017-133340,614,1,147,1651,11,61.929
7417,CA-2017-137848,630,1,500,554,28,16.52
7418,CA-2017-137848,630,1,500,1688,28,60.12
7419,CA-2017-111283,473,1,540,1272,476,111.104
7420,CA-2016-167745,1,1,257,1186,285,11.68
7421,CA-2016-167745,1,1,257,770,285,24.4
7422,CA-2018-104577,516,1,4,779,65,87.6
7423,CA-2018-125878,357,1,326,1133,466,1.788
7424,CA-2017-163153,12,1,121,1472,5,99.372
7425,CA-2017-155530,59,1,110,1752,16,2003.52
7426,CA-2018-118521,473,1,296,225,508,37.94
7427,CA-2015-149643,236,1,212,829,590,273.96
7428,CA-2018-125752,200,1,89,762,61,41.424
7429,CA-2018-112487,326,1,611,364,358,3.132
7430,CA-2017-144218,686,1,119,1632,144,1085.42
7431,CA-2017-169971,750,1,196,1171,185,3.912
7432,CA-2017-169971,750,1,196,462,185,62.376
7433,US-2017-133508,422,1,437,288,340,29.05
7434,CA-2015-107139,645,1,94,1458,19,180.96
7435,CA-2016-163762,361,1,302,1469,543,29.79
7436,US-2015-117163,731,1,59,739,78,57.23
7437,US-2015-117163,731,1,59,887,78,333
7438,US-2015-117163,731,1,59,396,78,36.44
7439,CA-2017-156503,146,1,667,1647,225,102.592
7440,CA-2017-156503,146,1,667,833,225,22.704
7441,CA-2017-156503,146,1,667,825,225,93.024
7442,CA-2017-156503,146,1,667,1725,225,12.768
7443,CA-2017-156503,146,1,667,158,225,35.008
7444,CA-2017-156503,146,1,667,804,225,39.152
7445,CA-2016-113628,235,1,186,1208,479,11.76
7446,CA-2016-113628,235,1,186,338,479,5.238
7447,CA-2016-113628,235,1,186,305,479,523.92
7448,CA-2016-113628,235,1,186,826,479,100.792
7449,CA-2016-113628,235,1,186,1637,479,146.136
7450,CA-2016-103961,584,1,192,894,135,19.824
7451,CA-2016-102582,48,1,566,1327,357,801.96
7452,CA-2016-102582,48,1,566,1814,357,59.97
7453,CA-2016-102582,48,1,566,1553,357,1056.86
7454,CA-2018-141873,221,1,628,1505,543,12.816
7455,CA-2018-141873,221,1,628,974,543,314.352
7456,CA-2018-141873,221,1,628,1380,543,18.98
7457,CA-2018-141873,221,1,628,1147,543,18.24
7458,CA-2016-140984,684,1,182,1806,28,991.2
7459,CA-2016-140984,684,1,182,1523,28,879.984
7460,CA-2016-140984,684,1,182,1295,28,12.96
7461,CA-2015-132801,3,1,761,1585,6,107.44
7462,CA-2018-141733,388,1,655,375,175,1458.65
7463,CA-2018-141733,388,1,655,360,175,26.64
7464,CA-2018-141733,388,1,655,1473,175,476.8
7465,CA-2018-141733,388,1,655,199,175,87.444
7466,CA-2015-100363,404,1,104,982,432,2.368
7467,CA-2015-100363,404,1,104,44,432,19.008
7468,CA-2015-126760,746,1,747,690,503,911.984
7469,CA-2015-126760,746,1,747,174,503,674.352
7470,CA-2015-126760,746,1,747,1793,503,134.01
7471,CA-2015-126760,746,1,747,412,503,170.97
7472,US-2015-109162,135,1,399,1702,449,170.352
7473,CA-2016-142377,605,1,54,536,356,85.96
7474,US-2018-131849,394,1,427,901,16,4.95
7475,US-2018-131849,394,1,427,820,16,26.4
7476,CA-2018-154039,612,1,289,939,271,124.792
7477,CA-2015-135755,254,1,667,1059,462,40.176
7478,CA-2017-140641,656,1,464,125,93,38.19
7479,CA-2016-129896,700,1,413,1576,483,9.568
7480,CA-2016-129896,700,1,413,385,483,40.256
7481,CA-2015-152849,645,1,398,1816,515,4.368
7482,US-2018-127341,683,1,449,927,271,12.128
7483,CA-2015-100895,306,1,333,1559,87,8.56
7484,CA-2015-100895,306,1,333,1274,87,239.97
7485,CA-2015-100895,306,1,333,1718,87,356.94
7486,US-2017-163881,323,1,262,77,304,659.9
7487,US-2017-163881,323,1,262,1708,304,1684.752
7488,US-2017-163881,323,1,262,1621,304,559.92
7489,US-2017-144547,627,1,378,1230,5,279.944
7490,CA-2018-110212,727,1,112,205,59,48.9
7491,CA-2018-134285,672,1,446,982,470,3.552
7492,CA-2018-134285,672,1,446,606,470,15.552
7493,CA-2018-102267,546,1,633,982,33,2.368
7494,CA-2016-121097,168,1,610,1539,27,10.368
7495,CA-2016-151043,482,1,436,433,248,47.984
7496,CA-2016-167010,72,1,69,896,248,98.112
7497,CA-2016-167010,72,1,69,1185,248,563.808
7498,CA-2016-167010,72,1,69,1205,248,10.428
7499,CA-2016-167010,72,1,69,1594,248,547.136
7500,CA-2016-167010,72,1,69,886,248,14.85
7501,CA-2016-167010,72,1,69,358,248,41.988
7502,CA-2016-167010,72,1,69,727,248,7.584
7503,CA-2016-167010,72,1,69,1082,248,352.45
7504,CA-2018-148068,698,1,595,1548,508,19.44
7505,CA-2018-148068,698,1,595,189,508,9.82
7506,US-2018-142573,119,1,568,350,361,161.568
7507,US-2018-142573,119,1,568,1426,361,16.096
7508,US-2018-142573,119,1,568,967,361,7.656
7509,US-2018-142573,119,1,568,1678,361,311.976
7510,US-2016-148817,280,1,18,1456,385,61.68
7511,CA-2018-146920,257,1,161,1648,466,25.344
7512,CA-2018-146920,257,1,161,427,466,26.72
7513,CA-2015-103940,472,1,376,1020,414,30.28
7514,CA-2015-103940,472,1,376,194,414,57.93
7515,CA-2015-103940,472,1,376,711,414,137.24
7516,CA-2017-132094,177,1,124,131,617,5.472
7517,CA-2017-132094,177,1,124,1788,617,47.984
7518,CA-2018-123001,81,1,100,1556,613,9.4
7519,CA-2018-123001,81,1,100,1150,613,74
7520,CA-2018-123001,81,1,100,1841,613,201.584
7521,CA-2016-118955,347,1,350,1534,345,28.752
7522,CA-2016-118955,347,1,350,363,345,27.216
7523,CA-2016-118955,347,1,350,603,345,197.372
7524,CA-2018-117863,641,1,3,195,543,14.56
7525,US-2017-142685,724,1,383,82,402,835.17
7526,CA-2018-167871,411,1,96,318,606,44.384
7527,CA-2018-167871,411,1,96,1725,606,2.944
7528,CA-2017-119963,553,1,300,72,451,6.368
7529,CA-2017-119963,553,1,300,456,451,48.848
7530,CA-2017-119963,553,1,300,536,451,19.648
7531,CA-2017-119963,553,1,300,1155,451,255.108
7532,US-2017-151862,255,1,494,979,332,159.984
7533,CA-2015-133228,159,1,756,31,22,5.47
7534,CA-2015-133228,159,1,756,780,22,79.36
7535,CA-2017-114951,334,1,650,1737,607,22.14
7536,CA-2017-156573,148,1,548,285,386,11.277
7537,CA-2017-156573,148,1,548,1326,386,4.448
7538,CA-2017-156573,148,1,548,640,386,44.76
7539,CA-2016-113901,570,1,530,1346,511,38.28
7540,CA-2016-113901,570,1,530,1616,511,149.95
7541,CA-2017-120257,401,1,660,481,617,7.872
7542,CA-2017-149902,726,1,264,1349,543,88.04
7543,US-2016-163685,373,1,399,837,470,5.728
7544,US-2016-163685,373,1,399,1206,470,42.24
7545,CA-2015-135090,607,1,777,1576,304,53.82
7546,CA-2017-167556,115,1,61,963,126,13.48
7547,CA-2017-167556,115,1,61,622,126,41.328
7548,CA-2018-101308,146,1,395,230,382,8.94
7549,CA-2018-101308,146,1,395,445,382,84.784
7550,CA-2015-114517,677,1,332,882,543,53.316
7551,CA-2015-114517,677,1,332,493,543,56.52
7552,CA-2018-119564,493,1,288,549,295,22.77
7553,CA-2017-108735,422,1,77,97,390,257.499
7554,CA-2018-112333,543,1,575,234,568,2591.56
7555,CA-2018-112333,543,1,575,1247,568,41.95
7556,CA-2015-137589,701,1,378,82,325,286.344
7557,CA-2016-161998,474,1,657,1653,93,63.552
7558,CA-2016-161998,474,1,657,815,93,172.704
7559,CA-2016-105627,216,1,782,693,239,860.93
7560,CA-2016-105627,216,1,782,229,239,769.95
7561,CA-2016-105627,216,1,782,1730,239,14.98
7562,CA-2016-105627,216,1,782,1815,239,373.08
7563,CA-2015-116834,588,1,545,1582,295,63.47
7564,CA-2015-116834,588,1,545,269,295,345
7565,CA-2017-145730,204,1,91,736,470,287.91
7566,CA-2017-145730,204,1,91,589,470,36.6
7567,US-2016-168732,423,1,705,45,87,1.78
7568,US-2016-168732,423,1,705,1180,87,25.92
7569,US-2016-168732,423,1,705,1196,87,101.94
7570,CA-2016-107468,49,1,531,1244,255,6.848
7571,CA-2016-153612,580,1,598,197,315,17.12
7572,CA-2016-165624,434,1,43,1235,410,542.94
7573,CA-2016-165624,434,1,43,317,410,8.64
7574,CA-2016-165624,434,1,43,825,410,193.8
7575,CA-2016-165624,434,1,43,271,410,21.4
7576,CA-2016-165624,434,1,43,834,410,97.88
7577,CA-2016-165624,434,1,43,1574,410,251.91
7578,CA-2016-165624,434,1,43,830,410,25.86
7579,CA-2015-154963,587,1,724,410,130,170.058
7580,CA-2015-154963,587,1,724,1071,130,82.782
7581,CA-2015-154963,587,1,724,1191,130,853.93
7582,CA-2018-124296,390,1,669,22,220,479.97
7583,CA-2018-124296,390,1,669,1465,220,232.88
7584,CA-2017-169957,690,1,300,140,400,236.88
7585,CA-2017-169957,690,1,300,1168,400,29.9
7586,CA-2017-169957,690,1,300,578,400,100
7587,CA-2016-148859,120,1,43,997,466,24.816
7588,CA-2015-110786,121,1,457,21,246,24.9
7589,CA-2015-110786,121,1,457,623,246,21.12
7590,CA-2015-110786,121,1,457,22,246,767.952
7591,CA-2015-110786,121,1,457,404,246,14.352
7592,CA-2015-110786,121,1,457,1274,246,191.976
7593,CA-2015-110786,121,1,457,786,246,274.77
7594,CA-2016-137750,709,1,252,632,246,204.85
7595,CA-2016-136378,722,1,33,681,528,9.156
7596,CA-2018-100356,526,1,777,1228,271,23.992
7597,CA-2015-122931,268,1,199,376,412,4.224
7598,CA-2015-122931,268,1,199,173,412,55.44
7599,CA-2015-122931,268,1,199,1114,412,20.928
7600,CA-2015-122931,268,1,199,1359,412,1801.632
7601,CA-2015-122931,268,1,199,743,412,67.176
